"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"50","Col1a1",133.181106316381,2.13390203639594,0.614704336107687,3.47142831285009,0.000517697537475154,0.00438300385283661
"51","Pgr15l",19.3964819572761,2.11604140541501,0.575283756824247,3.6782568259814,0.000234833436186025,0.0023178654666589
"52","Lao1",13.0782816781399,2.10881032714023,0.482510269796109,4.37049832748915,1.2396330412739e-05,0.000211508110960035
"53","Igfbpl1",181.324521681856,2.10169106316098,0.251963902059826,8.34123874880283,7.35162954101822e-17,2.69432099202924e-14
"54","Gal",71.5176056775334,2.09087731066458,0.456418098153959,4.58105697193296,4.62631780626196e-06,9.34552152702789e-05
"55","Depdc1a",3.30088403023159,2.07509155873162,0.813936941793378,2.54945002761454,0.0107892972574864,0.046908026409395
"56","Scand1",70.6894292787663,2.07387263332105,0.230784742935604,8.98617736571833,2.55978734408292e-19,1.759676214492e-16
"57","A4gnt",2.85558004817695,2.07258603575618,0.821035205635799,2.52435708180283,0.0115910124887778,0.0494966702525987
"58","C2cd4b",32.8034480404888,2.04542719977734,0.377861545826945,5.41316580733548,6.19201036536457e-08,2.45904023354832e-06
"59","F2rl2",3.69637809458098,2.04470708800636,0.954891809987171,2.14129712562288,0.0322500847844707,0.10603838756353
"60","Hsf3",2.86391232393916,2.04257077263805,0.849025057900142,2.40578385011375,0.0161378097646881,0.0633807738022545
"61","Pou3f1",64.7697129891583,2.04242802839748,0.825292609760552,2.47479258173663,0.0133313574949115,0.0549715812091868
"62","Cftr",3.24293838500562,2.03566069111346,0.761702542841784,2.67251397575588,0.00752852384208046,0.0360145181954739
"63","Angpt2",28.4799029641391,2.02919688913454,0.437051361673101,4.64292544786146,3.43510325965584e-06,7.2294784526765e-05
"64","Npy",1075.1968007586,2.0158795148917,0.45930303636652,4.38899670866327,1.1387479259244e-05,0.00019797964219388
"65","2810417H13Rik",13.4892818991616,1.97465884906177,0.384028707151234,5.14195634933127,2.718922961998e-07,8.53150977713458e-06
"66","Sphk1",13.3941775376925,1.96419855642919,0.611650108596176,3.21131072949092,0.00132130978031611,0.00925688500630269
"67","Cdkn1a",143.334459557153,1.95667210756248,0.202611480088937,9.65726180324827,4.57940308247357e-22,7.14157910711753e-19
"68","Rn45s",76663.8211037199,1.95078876617208,0.90101099522262,2.16511094372392,0.0303791900904405,0.101535248491303
"69","Pappa",165.495563167494,1.95019717538605,0.562247309879729,3.46857537798309,0.000523225722240309,0.0044174772977578
